"sample","name","distribution","size","cpu","real","gc","memory"
18,"germane","random",17,669,669,156,562465856
19,"germane","random",17,666,666,156,561829088
20,"germane","random",17,669,669,157,564727120
21,"germane","random",17,665,665,155,562166608
22,"germane","random",17,666,666,156,563102272
23,"germane","random",17,669,669,157,560882032
24,"germane","random",17,667,667,156,563496544
25,"germane","random",17,668,668,156,563017328
26,"germane","random",17,667,667,157,560762000
27,"germane","random",17,666,666,156,563907488
28,"germane","random",17,667,667,156,562000800
29,"germane","random",17,666,666,156,564356048
30,"germane","random",17,668,668,156,561185248
31,"germane","random",17,664,665,156,564303136
32,"germane","random",17,669,669,156,566106080
33,"germane","random",17,679,679,160,560865232
34,"germane","random",17,669,669,156,562654592
35,"germane","random",17,665,665,155,565590128
36,"germane","random",17,666,666,156,565940624
37,"germane","random",17,666,666,156,561521728
38,"germane","random",17,677,677,158,564573248
39,"germane","random",17,665,665,157,562607952
40,"germane","random",17,670,671,157,563064176
41,"germane","random",17,668,668,157,564550736
42,"germane","random",17,666,666,156,562132544
43,"germane","random",17,668,668,157,564109936
44,"germane","random",17,666,666,156,563809504
45,"germane","random",17,666,666,156,563083744
46,"germane","random",17,669,669,157,563672992
47,"germane","random",17,669,669,157,562240240
48,"germane","random",17,668,668,157,564345024
49,"germane","random",17,671,671,157,562418576
50,"germane","random",17,667,667,156,563293440
51,"germane","random",17,668,668,156,562516432
52,"germane","random",17,666,666,156,562295776
53,"germane","random",17,668,668,157,563792160
54,"germane","random",17,669,669,157,565731952
55,"germane","random",17,665,665,157,563415936
56,"germane","random",17,667,667,156,563634656
57,"germane","random",17,664,664,155,560415328
58,"germane","random",17,667,667,156,563579440
59,"germane","random",17,667,667,156,562270720
60,"germane","random",17,665,665,157,561274720
61,"germane","random",17,666,666,156,560949664
62,"germane","random",17,675,675,159,566639616
63,"germane","random",17,672,672,158,565695808
64,"germane","random",17,669,670,158,562548752
65,"germane","random",17,668,668,157,561334640
66,"germane","random",17,670,670,157,561146336
67,"germane","random",17,675,675,159,565246768
68,"germane","random",17,668,668,156,562077648
69,"germane","random",17,667,667,157,562481200
70,"germane","random",17,668,668,157,562127040
71,"germane","random",17,666,666,156,563586416
72,"germane","random",17,668,668,157,562314464
73,"germane","random",17,670,670,158,563922112
74,"germane","random",17,671,671,157,565238928
75,"germane","random",17,667,668,156,560645328
76,"germane","random",17,670,670,158,562085328
77,"germane","random",17,667,667,156,562735072
78,"germane","random",17,670,670,156,562765248
79,"germane","random",17,673,673,159,563381968
80,"germane","random",17,668,668,156,563312144
81,"germane","random",17,670,670,157,562876896
82,"germane","random",17,666,666,156,562143504
83,"germane","random",17,667,667,157,564319872
84,"germane","random",17,667,667,157,563886224
85,"germane","random",17,668,668,157,562424336
86,"germane","random",17,670,671,158,563117296
87,"germane","random",17,668,668,156,565002320
88,"germane","random",17,672,672,157,562426800
89,"germane","random",17,676,676,159,562616160
90,"germane","random",17,678,678,159,565207504
91,"germane","random",17,669,669,157,562822736
92,"germane","random",17,672,672,157,562931728
93,"germane","random",17,668,668,156,562320192
94,"germane","random",17,672,672,158,564091328
95,"germane","random",17,669,669,157,561740480
96,"germane","random",17,666,666,157,561714144
97,"germane","random",17,666,666,157,562659216
98,"germane","random",17,670,670,157,564607584
99,"germane","random",17,671,671,157,566824320
0,"germane","random",18,1733,1733,488,1192833824
1,"germane","random",18,1759,1760,493,1190635328
2,"germane","random",18,1733,1733,487,1191995600
3,"germane","random",18,1727,1727,486,1194984848
4,"germane","random",18,1726,1726,486,1190043984
5,"germane","random",18,1768,1768,495,1191693200
6,"germane","random",18,1726,1726,485,1188316960
7,"germane","random",18,1787,1787,494,1190193952
8,"germane","random",18,1822,1822,497,1187690112
9,"germane","random",18,1741,1741,488,1189930832
10,"germane","random",18,1791,1791,494,1188401984
11,"germane","random",18,1749,1750,490,1189917488
12,"germane","random",18,1730,1730,486,1194031200
13,"germane","random",18,1722,1723,482,1189752928
14,"germane","random",18,1715,1715,482,1192539904
15,"germane","random",18,1744,1744,488,1192450048
16,"germane","random",18,1715,1715,481,1195846528
17,"germane","random",18,1723,1723,485,1197142672
18,"germane","random",18,1735,1735,495,1189088304
19,"germane","random",18,1835,1835,501,1191319312
20,"germane","random",18,1720,1720,483,1192054512
21,"germane","random",18,1717,1717,483,1194504976
22,"germane","random",18,1710,1710,481,1193481936
23,"germane","random",18,1706,1706,480,1189277168
24,"germane","random",18,1706,1706,480,1188076176
25,"germane","random",18,1717,1718,483,1193038432
26,"germane","random",18,1717,1717,482,1189797008
27,"germane","random",18,1720,1720,486,1193007072
28,"germane","random",18,1777,1778,489,1189363648
29,"germane","random",18,1733,1733,487,1192305824
30,"germane","random",18,1713,1713,483,1188396256
31,"germane","random",18,1720,1721,486,1193733856
32,"germane","random",18,1713,1713,480,1190175776
33,"germane","random",18,1716,1716,481,1188481104
34,"germane","random",18,1715,1716,483,1189848384
35,"germane","random",18,1726,1726,486,1190502448
36,"germane","random",18,1724,1724,488,1191502608
37,"germane","random",18,1736,1736,488,1190706400
38,"germane","random",18,1747,1748,492,1189070624
39,"germane","random",18,1750,1750,492,1194262144
40,"germane","random",18,1732,1732,489,1192908176
41,"germane","random",18,1731,1731,486,1191120928
42,"germane","random",18,1733,1733,488,1193053136
43,"germane","random",18,1723,1723,486,1190604752
44,"germane","random",18,1731,1731,486,1190973648
45,"germane","random",18,1726,1727,486,1191862608
46,"germane","random",18,1732,1732,485,1190448832
47,"germane","random",18,1731,1731,485,1192670464
48,"germane","random",18,1722,1722,484,1188008608
49,"germane","random",18,1790,1790,494,1194444432
50,"germane","random",18,1814,1814,495,1189526496
51,"germane","random",18,1722,1723,484,1193977056
52,"germane","random",18,1720,1720,484,1198478784
53,"germane","random",18,1720,1720,484,1195004224
54,"germane","random",18,1736,1736,486,1189631888
55,"germane","random",18,1823,1823,498,1192065968
56,"germane","random",18,1725,1725,487,1189519968
57,"germane","random",18,1752,1752,491,1191416640
58,"germane","random",18,1724,1724,485,1192904832
59,"germane","random",18,1722,1722,486,1190735584
60,"germane","random",18,1728,1728,489,1188617312
61,"germane","random",18,1768,1768,493,1190786016
62,"germane","random",18,1796,1796,498,1191521968
63,"germane","random",18,1720,1720,484,1191468288
64,"germane","random",18,1798,1799,497,1189965952
65,"germane","random",18,1759,1760,489,1191993696
66,"germane","random",18,1720,1720,483,1194953824
67,"germane","random",18,1760,1760,490,1192523216
68,"germane","random",18,1728,1728,487,1193538976
69,"germane","random",18,1723,1723,484,1191550512
70,"germane","random",18,1741,1741,490,1190000992
71,"germane","random",18,1722,1723,485,1194332176
72,"germane","random",18,1813,1813,496,1191059184
73,"germane","random",18,1729,1729,487,1192507072
74,"germane","random",18,1742,1742,491,1189556224
75,"germane","random",18,1720,1720,485,1201079968
76,"germane","random",18,1729,1729,487,1192629088
77,"germane","random",18,1842,1842,503,1190834688
78,"germane","random",18,1737,1737,488,1194029152
79,"germane","random",18,1739,1739,490,1189775584
80,"germane","random",18,1740,1740,488,1191345360
81,"germane","random",18,1734,1734,488,1189489728
82,"germane","random",18,1735,1735,489,1189128960
83,"germane","random",18,1731,1731,487,1194157376
84,"germane","random",18,1728,1728,488,1189413472
85,"germane","random",18,1796,1796,497,1196207088
86,"germane","random",18,1744,1744,490,1191549152
87,"germane","random",18,1724,1724,486,1190178720
88,"germane","random",18,1746,1746,489,1193399872
89,"germane","random",18,1792,1792,494,1190436448
90,"germane","random",18,1736,1736,489,1201535600
91,"germane","random",18,1730,1731,487,1189686208
92,"germane","random",18,1840,1841,504,1197818384
93,"germane","random",18,1730,1731,489,1191984768
94,"germane","random",18,1731,1732,487,1190752432
95,"germane","random",18,1730,1730,486,1190037152
96,"germane","random",18,1727,1727,488,1188814320
97,"germane","random",18,1830,1830,500,1190667168
98,"germane","random",18,1739,1739,489,1189444400
99,"germane","random",18,1730,1730,486,1193123216
0,"germane","random",19,4498,4499,1512,2524574272
1,"germane","random",19,4504,4504,1515,2516528304
2,"germane","random",19,4598,4599,1526,2520331856
3,"germane","random",19,4671,4671,1540,2522103872
4,"germane","random",19,4520,4521,1519,2513907456
5,"germane","random",19,4478,4478,1501,2510279008
6,"germane","random",19,4593,4593,1518,2512196976
7,"germane","random",19,4585,4586,1525,2516698432
8,"germane","random",19,4552,4553,1526,2519303472
9,"germane","random",19,4509,4510,1511,2512446080
10,"germane","random",19,4650,4651,1539,2515805968
11,"germane","random",19,4589,4589,1531,2524212032
12,"germane","random",19,4510,4511,1517,2517176736
13,"germane","random",19,4654,4655,1529,2507809392
14,"germane","random",19,4509,4509,1516,2517410576
15,"germane","random",19,4568,4568,1521,2520817312
16,"germane","random",19,4492,4492,1509,2520411104
17,"germane","random",19,4655,4656,1530,2514585808
18,"germane","random",19,4519,4520,1518,2518131984
19,"germane","random",19,4593,4594,1526,2516521920
20,"germane","random",19,4510,4510,1517,2512653504
21,"germane","random",19,4514,4515,1518,2516918096
22,"germane","random",19,4527,4528,1518,2513363808
23,"germane","random",19,4510,4510,1516,2516319984
24,"germane","random",19,4521,4522,1520,2516888896
25,"germane","random",19,4540,4541,1519,2517024464
26,"germane","random",19,4513,4514,1514,2517018384
27,"germane","random",19,4467,4468,1502,2518095920
28,"germane","random",19,4518,4518,1523,2514992480
29,"germane","random",19,4547,4548,1523,2521119056
30,"germane","random",19,4511,4512,1515,2519974656
31,"germane","random",19,4521,4522,1521,2516447008
32,"germane","random",19,4586,4587,1529,2519460992
33,"germane","random",19,4532,4533,1519,2514918768
34,"germane","random",19,4532,4533,1519,2516219248
35,"germane","random",19,4507,4508,1513,2514546144
36,"germane","random",19,4522,4522,1520,2519763936
37,"germane","random",19,4647,4648,1538,2510764432
38,"germane","random",19,4507,4508,1513,2511900640
39,"germane","random",19,4514,4515,1516,2510286464
40,"germane","random",19,4521,4522,1517,2518430368
41,"germane","random",19,4594,4595,1526,2521946256
42,"germane","random",19,4581,4581,1517,2513850528
43,"germane","random",19,4510,4511,1511,2523142816
44,"germane","random",19,4528,4529,1518,2507740000
45,"germane","random",19,4603,4603,1524,2516725536
46,"germane","random",19,4516,4517,1507,2511970976
47,"germane","random",19,4489,4489,1504,2515077584
48,"germane","random",19,4492,4493,1507,2521448896
49,"germane","random",19,4530,4531,1509,2512775968
50,"germane","random",19,4467,4468,1496,2513353744
51,"germane","random",19,4482,4483,1508,2524746368
52,"germane","random",19,4473,4474,1497,2512399072
53,"germane","random",19,4471,4472,1499,2510944896
54,"germane","random",19,4537,4537,1527,2521271088
55,"germane","random",19,4521,4521,1518,2522207328
56,"germane","random",19,4578,4579,1530,2519192160
57,"germane","random",19,4495,4496,1509,2508207664
58,"germane","random",19,4607,4607,1532,2519549776
59,"germane","random",19,4555,4556,1529,2515150832
60,"germane","random",19,4513,4514,1517,2518649408
61,"germane","random",19,4606,4606,1522,2511612592
62,"germane","random",19,4590,4591,1518,2514059360
63,"germane","random",19,4651,4652,1526,2524339200
64,"germane","random",19,4477,4477,1507,2522317120
65,"germane","random",19,4560,4560,1518,2515748896
66,"germane","random",19,4622,4623,1536,2513582432
67,"germane","random",19,4514,4515,1515,2513184368
68,"germane","random",19,4701,4701,1540,2508960224
69,"germane","random",19,4597,4598,1532,2521226016
70,"germane","random",19,4515,4515,1516,2516044384
71,"germane","random",19,4667,4668,1535,2511415952
72,"germane","random",19,4568,4569,1530,2523027840
73,"germane","random",19,4555,4556,1526,2524526080
74,"germane","random",19,4606,4606,1532,2524287136
75,"germane","random",19,4511,4512,1514,2512401120
76,"germane","random",19,4528,4528,1524,2519050048
77,"germane","random",19,4608,4609,1534,2525779936
78,"germane","random",19,4644,4645,1538,2510004304
79,"germane","random",19,4507,4508,1513,2508556784
80,"germane","random",19,4515,4515,1518,2514328608
81,"germane","random",19,4492,4492,1505,2505651136
82,"germane","random",19,4507,4507,1511,2516204000
83,"germane","random",19,4472,4473,1499,2515233424
84,"germane","random",19,4561,4561,1517,2515349264
85,"germane","random",19,4465,4465,1500,2515398992
86,"germane","random",19,4546,4546,1513,2520101680
87,"germane","random",19,4523,4524,1507,2516925824
88,"germane","random",19,4456,4457,1501,2515007232
89,"germane","random",19,4688,4689,1532,2513834912
90,"germane","random",19,4522,4523,1511,2516504160
91,"germane","random",19,4741,4742,1550,2517366592
92,"germane","random",19,4531,4532,1514,2516095712
93,"germane","random",19,4506,4506,1513,2510079920
94,"germane","random",19,4535,4536,1520,2521522208
95,"germane","random",19,4518,4519,1514,2513807408
96,"germane","random",19,4542,4542,1520,2520106640
97,"germane","random",19,4527,4527,1523,2524715280
98,"germane","random",19,4533,4534,1515,2514336560
99,"germane","random",19,4615,4615,1535,2521350224
0,"germane","random",20,11508,11510,4391,5305202176
1,"germane","random",20,11683,11685,4415,5305325632
2,"germane","random",20,11529,11530,4391,5285634704
3,"germane","random",20,11513,11514,4371,5305361152
4,"germane","random",20,11429,11431,4359,5294704480
5,"germane","random",20,11649,11650,4415,5296319952
6,"germane","random",20,11474,11476,4368,5293756016
7,"germane","random",20,11786,11788,4448,5306462272
8,"germane","random",20,11431,11433,4365,5290373552
9,"germane","random",20,11511,11513,4390,5303780528
10,"germane","random",20,11802,11803,4446,5302498272
11,"germane","random",20,11515,11516,4395,5304538976
12,"germane","random",20,11718,11719,4432,5314052016
13,"germane","random",20,11617,11619,4417,5279788736
14,"germane","random",20,11699,11700,4419,5292853600
15,"germane","random",20,11546,11548,4401,5305750352
16,"germane","random",20,11395,11397,4344,5295418400
17,"germane","random",20,11581,11583,4406,5299576976
18,"germane","random",20,11784,11786,4452,5306951600
19,"germane","random",20,11719,11721,4429,5297059632
20,"germane","random",20,11523,11525,4396,5291147760
21,"germane","random",20,11605,11606,4372,5283248016
22,"germane","random",20,11519,11521,4386,5300834752
23,"germane","random",20,11522,11523,4390,5312911808
24,"germane","random",20,11540,11542,4396,5303571936
25,"germane","random",20,11482,11483,4341,5311916896
26,"germane","random",20,11576,11578,4403,5306693952
27,"germane","random",20,11437,11438,4361,5286920288
28,"germane","random",20,11693,11695,4427,5283124304
29,"germane","random",20,11610,11611,4418,5305965968
30,"germane","random",20,11513,11515,4392,5297168288
31,"germane","random",20,11694,11695,4436,5301971696
32,"germane","random",20,11662,11664,4428,5286568112
33,"germane","random",20,11984,11986,4492,5302590208
34,"germane","random",20,11494,11496,4381,5297009280
35,"germane","random",20,11632,11634,4361,5306778624
36,"germane","random",20,11715,11717,4396,5326178880
37,"germane","random",20,11531,11532,4402,5302366752
38,"germane","random",20,11507,11509,4397,5297709152
39,"germane","random",20,11524,11526,4384,5302887200
40,"germane","random",20,11753,11754,4435,5312816784
41,"germane","random",20,11908,11910,4482,5314080240
42,"germane","random",20,11408,11409,4328,5304581664
43,"germane","random",20,11489,11490,4372,5294876576
44,"germane","random",20,11608,11610,4405,5304930880
45,"germane","random",20,11888,11889,4464,5313177040
46,"germane","random",20,11644,11646,4422,5307415232
47,"germane","random",20,11459,11460,4342,5318696576
48,"germane","random",20,11559,11561,4393,5303473008
49,"germane","random",20,11537,11538,4399,5320961536
50,"germane","random",20,11476,11478,4373,5286194896
51,"germane","random",20,11637,11639,4411,5292808448
52,"germane","random",20,11383,11385,4343,5294341488
53,"germane","random",20,11496,11498,4352,5313256704
54,"germane","random",20,11704,11705,4424,5283701296
55,"germane","random",20,11731,11733,4437,5288088352
56,"germane","random",20,11688,11690,4425,5303437456
57,"germane","random",20,11431,11433,4330,5290925968
58,"germane","random",20,11763,11765,4429,5289225296
59,"germane","random",20,11631,11633,4391,5296613120
60,"germane","random",20,11559,11560,4387,5294409376
61,"germane","random",20,11539,11541,4385,5292868176
62,"germane","random",20,11524,11526,4395,5310363712
63,"germane","random",20,11902,11904,4468,5300132496
64,"germane","random",20,11444,11445,4332,5326367312
65,"germane","random",20,11385,11387,4341,5282547264
66,"germane","random",20,11488,11490,4372,5286139984
67,"germane","random",20,11458,11460,4379,5293118016
68,"germane","random",20,11547,11549,4382,5302215344
69,"germane","random",20,11415,11417,4357,5296188528
70,"germane","random",20,11384,11386,4346,5300791072
71,"germane","random",20,11428,11430,4361,5291801152
72,"germane","random",20,11765,11767,4441,5293338928
73,"germane","random",20,11536,11538,4393,5307968992
74,"germane","random",20,11412,11413,4327,5313849696
75,"germane","random",20,11469,11470,4371,5289972944
76,"germane","random",20,11517,11518,4359,5315678256
77,"germane","random",20,11509,11510,4382,5283190080
78,"germane","random",20,11510,11512,4384,5306117632
79,"germane","random",20,11526,11527,4398,5291923168
80,"germane","random",20,11543,11545,4403,5299544384
81,"germane","random",20,11462,11464,4379,5306048464
82,"germane","random",20,11456,11458,4361,5295836656
83,"germane","random",20,11826,11828,4446,5291462768
84,"germane","random",20,11493,11495,4360,5323553584
85,"germane","random",20,11527,11529,4397,5311389536
86,"germane","random",20,11447,11449,4369,5305170336
87,"germane","random",20,11413,11414,4363,5298184656
88,"germane","random",20,11435,11437,4350,5293848464
89,"germane","random",20,11497,11498,4356,5317185520
90,"germane","random",20,11535,11537,4399,5320864528
91,"germane","random",20,11355,11356,4303,5316838432
92,"germane","random",20,11458,11460,4365,5303307920
93,"germane","random",20,11462,11463,4372,5310718912
94,"germane","random",20,11487,11489,4387,5285320912
95,"germane","random",20,11461,11462,4377,5299221264
96,"germane","random",20,11497,11498,4380,5301773056
97,"germane","random",20,11787,11789,4442,5277652240
98,"germane","random",20,11526,11528,4369,5322914512
99,"germane","random",20,11545,11547,4410,5287057232
0,"monadic","random",16,198,198,43,271688192
1,"monadic","random",16,199,199,43,272117984
2,"monadic","random",16,199,199,43,270180144
3,"monadic","random",16,198,198,43,272412240
4,"monadic","random",16,199,199,43,270390608
5,"monadic","random",16,197,197,43,272175104
6,"monadic","random",16,200,200,43,271002800
7,"monadic","random",16,199,199,43,270422336
8,"monadic","random",16,198,198,43,271829184
9,"monadic","random",16,200,200,43,271493072
10,"monadic","random",16,198,199,43,271055376
11,"monadic","random",16,199,199,43,270948304
12,"monadic","random",16,199,199,43,270301504
13,"monadic","random",16,200,200,43,272038064
14,"monadic","random",16,199,199,43,271768944
15,"monadic","random",16,198,198,43,270455360
16,"monadic","random",16,199,199,43,272282384
17,"monadic","random",16,198,198,43,271262992
18,"monadic","random",16,199,199,43,271166880
19,"monadic","random",16,201,201,43,271510016
20,"monadic","random",16,199,199,43,269873216
21,"monadic","random",16,200,200,43,270740880
22,"monadic","random",16,201,201,43,270987952
23,"monadic","random",16,209,209,45,269715712
24,"monadic","random",16,203,203,44,272732288
25,"monadic","random",16,200,200,43,269516880
26,"monadic","random",16,201,201,44,270870816
27,"monadic","random",16,197,197,43,270274352
28,"monadic","random",16,199,199,43,271561120
29,"monadic","random",16,198,198,43,270275856
30,"monadic","random",16,199,199,43,270255264
31,"monadic","random",16,199,199,43,271696960
32,"monadic","random",16,198,198,43,270348544
33,"monadic","random",16,198,198,43,270405152
34,"monadic","random",16,198,198,43,270569840
35,"monadic","random",16,198,198,43,271274352
36,"monadic","random",16,209,209,45,270869344
37,"monadic","random",16,199,199,43,270025792
38,"monadic","random",16,199,199,43,271518224
39,"monadic","random",16,199,199,43,271114112
40,"monadic","random",16,200,200,43,272878112
41,"monadic","random",16,199,199,43,271879424
42,"monadic","random",16,198,198,43,270436304
43,"monadic","random",16,199,199,43,271862976
44,"monadic","random",16,199,199,43,269559520
45,"monadic","random",16,200,200,43,272132064
46,"monadic","random",16,209,209,44,271500720
47,"monadic","random",16,198,198,43,270858592
48,"monadic","random",16,199,199,43,271041008
49,"monadic","random",16,198,198,43,270643424
50,"monadic","random",16,199,199,43,270308992
51,"monadic","random",16,199,200,43,271130272
52,"monadic","random",16,199,199,43,271034672
53,"monadic","random",16,199,199,43,270625408
54,"monadic","random",16,199,199,43,270229568
55,"monadic","random",16,200,200,43,272781808
56,"monadic","random",16,199,199,43,270993952
57,"monadic","random",16,198,198,43,270270496
58,"monadic","random",16,200,200,44,271196128
59,"monadic","random",16,198,198,43,270356688
60,"monadic","random",16,199,199,43,270258336
61,"monadic","random",16,197,197,42,271700016
62,"monadic","random",16,199,199,43,271428560
63,"monadic","random",16,200,200,43,273544400
64,"monadic","random",16,199,199,43,270162128
65,"monadic","random",16,200,200,43,271047280
66,"monadic","random",16,199,200,43,271053744
67,"monadic","random",16,199,199,43,270404480
68,"monadic","random",16,198,198,43,270577968
69,"monadic","random",16,197,197,42,269744656
70,"monadic","random",16,200,200,43,271860272
71,"monadic","random",16,198,198,43,271362464
72,"monadic","random",16,200,200,43,271627520
73,"monadic","random",16,199,199,44,270560144
74,"monadic","random",16,201,201,44,270436208
75,"monadic","random",16,201,201,44,271611952
76,"monadic","random",16,199,199,43,272476048
77,"monadic","random",16,200,200,43,270731392
78,"monadic","random",16,200,200,43,271509904
79,"monadic","random",16,199,199,43,269988720
80,"monadic","random",16,198,198,43,270717280
81,"monadic","random",16,199,199,43,272026736
82,"monadic","random",16,202,202,44,270776160
83,"monadic","random",16,200,200,43,272839424
84,"monadic","random",16,201,201,43,270790768
85,"monadic","random",16,200,200,43,272340720
86,"monadic","random",16,199,199,43,271848384
87,"monadic","random",16,212,212,47,270362192
88,"monadic","random",16,200,200,43,272035648
89,"monadic","random",16,199,199,43,271258416
90,"monadic","random",16,199,199,43,271058560
91,"monadic","random",16,212,212,46,269527536
92,"monadic","random",16,202,202,43,269991232
93,"monadic","random",16,201,201,43,271740576
94,"monadic","random",16,199,199,43,271116224
95,"monadic","random",16,200,200,43,270403872
96,"monadic","random",16,200,200,43,272957168
97,"monadic","random",16,201,201,43,270641776
98,"monadic","random",16,199,199,43,271164016
99,"monadic","random",16,200,200,43,272181040
0,"monadic","random",17,538,538,157,573915184
1,"monadic","random",17,542,542,158,573244256
2,"monadic","random",17,541,541,157,575928144
3,"monadic","random",17,546,546,159,576844304
4,"monadic","random",17,562,562,160,573200176
5,"monadic","random",17,547,547,159,575675200
6,"monadic","random",17,544,544,158,573104560
7,"monadic","random",17,544,544,159,574637584
8,"monadic","random",17,543,543,159,572839728
9,"monadic","random",17,541,541,158,571341568
10,"monadic","random",17,542,542,158,573797712
11,"monadic","random",17,541,541,158,573878016
12,"monadic","random",17,542,542,158,575774080
13,"monadic","random",17,544,544,158,573821600
14,"monadic","random",17,543,543,159,576610160
15,"monadic","random",17,542,542,158,576367424
16,"monadic","random",17,542,543,158,574870608
17,"monadic","random",17,544,544,159,575195680
18,"monadic","random",17,541,541,158,572715744
19,"monadic","random",17,541,541,158,572618064
20,"monadic","random",17,543,543,158,576943840
21,"monadic","random",17,544,544,159,578943888
22,"monadic","random",17,545,545,159,579066224
23,"monadic","random",17,538,538,157,573231808
24,"monadic","random",17,537,538,156,574547376
25,"monadic","random",17,538,539,157,572823968
26,"monadic","random",17,543,543,158,575001248
27,"monadic","random",17,542,542,158,575488096
28,"monadic","random",17,543,543,158,577684352
29,"monadic","random",17,541,541,157,575034192
30,"monadic","random",17,545,545,159,575425152
31,"monadic","random",17,541,541,157,573127680
32,"monadic","random",17,541,541,157,573931776
33,"monadic","random",17,539,539,156,576974080
34,"monadic","random",17,541,541,158,575881808
35,"monadic","random",17,541,542,157,573664592
36,"monadic","random",17,542,543,158,575362496
37,"monadic","random",17,541,541,157,575033408
38,"monadic","random",17,541,541,157,573931504
39,"monadic","random",17,541,541,157,574937360
40,"monadic","random",17,542,542,158,577417728
41,"monadic","random",17,540,540,157,572133792
42,"monadic","random",17,542,542,157,571470256
43,"monadic","random",17,541,541,157,576697440
44,"monadic","random",17,566,566,160,573423056
45,"monadic","random",17,540,540,157,572967264
46,"monadic","random",17,541,541,157,572638352
47,"monadic","random",17,541,541,157,572956688
48,"monadic","random",17,544,544,158,574646880
49,"monadic","random",17,543,543,158,574975920
50,"monadic","random",17,558,558,160,575325872
51,"monadic","random",17,543,543,158,575276752
52,"monadic","random",17,542,542,158,577823824
53,"monadic","random",17,543,543,158,574101920
54,"monadic","random",17,539,539,157,573043152
55,"monadic","random",17,544,544,157,574134800
56,"monadic","random",17,545,545,159,575156336
57,"monadic","random",17,547,547,159,574501840
58,"monadic","random",17,543,543,159,575058272
59,"monadic","random",17,556,556,160,573330640
60,"monadic","random",17,545,545,158,576897056
61,"monadic","random",17,548,548,161,580228512
62,"monadic","random",17,544,544,160,577397696
63,"monadic","random",17,542,542,158,574218352
64,"monadic","random",17,546,546,160,573286560
65,"monadic","random",17,543,543,158,575221408
66,"monadic","random",17,559,559,160,574521488
67,"monadic","random",17,545,545,159,575117824
68,"monadic","random",17,544,544,159,574276080
69,"monadic","random",17,541,541,158,574264032
70,"monadic","random",17,541,541,158,573612256
71,"monadic","random",17,544,544,159,575588768
72,"monadic","random",17,541,542,158,576420928
73,"monadic","random",17,542,542,158,576900464
74,"monadic","random",17,542,542,158,574377776
75,"monadic","random",17,546,546,159,575552480
76,"monadic","random",17,545,545,159,574964336
77,"monadic","random",17,556,556,163,575947680
78,"monadic","random",17,552,552,160,572946464
79,"monadic","random",17,546,546,159,576587456
80,"monadic","random",17,544,544,158,574369504
81,"monadic","random",17,546,546,160,576956800
82,"monadic","random",17,542,542,158,573077072
83,"monadic","random",17,543,543,158,574021008
84,"monadic","random",17,546,546,160,575651088
85,"monadic","random",17,540,540,157,571010960
86,"monadic","random",17,544,544,158,574211920
87,"monadic","random",17,543,543,159,576628720
88,"monadic","random",17,545,545,159,573376304
89,"monadic","random",17,542,542,158,573372736
90,"monadic","random",17,544,544,159,577210736
91,"monadic","random",17,543,543,158,578046256
92,"monadic","random",17,543,543,159,574302608
93,"monadic","random",17,544,544,158,574191360
94,"monadic","random",17,582,582,163,576818096
95,"monadic","random",17,547,547,160,575975936
96,"monadic","random",17,543,544,159,575026848
97,"monadic","random",17,546,547,159,574528224
98,"monadic","random",17,542,542,158,574672208
99,"monadic","random",17,538,538,157,572664736
0,"monadic","random",18,1427,1427,487,1217038640
1,"monadic","random",18,1459,1459,490,1213423712
2,"monadic","random",18,1430,1430,489,1216252000
3,"monadic","random",18,1469,1469,487,1210020768
4,"monadic","random",18,1445,1446,488,1212354368
5,"monadic","random",18,1480,1480,489,1209584656
6,"monadic","random",18,1442,1442,492,1213968624
7,"monadic","random",18,1442,1443,488,1220085168
8,"monadic","random",18,1427,1427,487,1209600320
9,"monadic","random",18,1431,1431,485,1211857280
10,"monadic","random",18,1427,1427,488,1209916032
11,"monadic","random",18,1431,1431,490,1220113104
12,"monadic","random",18,1450,1451,487,1211927264
13,"monadic","random",18,1448,1448,492,1210718512
14,"monadic","random",18,1437,1437,486,1208139248
15,"monadic","random",18,1449,1449,488,1214627440
16,"monadic","random",18,1432,1432,488,1209626128
17,"monadic","random",18,1425,1425,485,1211273856
18,"monadic","random",18,1425,1426,485,1215972064
19,"monadic","random",18,1432,1432,488,1220433120
20,"monadic","random",18,1429,1429,486,1211912480
21,"monadic","random",18,1440,1441,487,1212176960
22,"monadic","random",18,1462,1462,486,1216314480
23,"monadic","random",18,1445,1445,491,1214936064
24,"monadic","random",18,1430,1430,487,1214754176
25,"monadic","random",18,1427,1427,485,1217595200
26,"monadic","random",18,1424,1424,484,1209642080
27,"monadic","random",18,1431,1431,488,1215037696
28,"monadic","random",18,1471,1471,490,1211077648
29,"monadic","random",18,1436,1436,487,1213006880
30,"monadic","random",18,1435,1435,490,1214337360
31,"monadic","random",18,1424,1424,485,1213098928
32,"monadic","random",18,1450,1451,486,1210912896
33,"monadic","random",18,1494,1494,490,1211393632
34,"monadic","random",18,1497,1497,490,1214223728
35,"monadic","random",18,1455,1456,488,1217787328
36,"monadic","random",18,1438,1438,486,1211972768
37,"monadic","random",18,1448,1448,488,1208235920
38,"monadic","random",18,1432,1432,489,1210068480
39,"monadic","random",18,1427,1428,487,1215387808
40,"monadic","random",18,1504,1505,490,1209851712
41,"monadic","random",18,1488,1488,488,1213573536
42,"monadic","random",18,1506,1507,493,1215491168
