"sample","name","distribution","size","cpu","real","gc","memory"
86,"monadic","random",16,183,183,50,285262400
87,"monadic","random",16,183,183,50,285771904
88,"monadic","random",16,181,181,49,284884992
89,"monadic","random",16,183,183,50,285043536
90,"monadic","random",16,182,182,49,285639216
91,"monadic","random",16,183,183,49,284624992
92,"monadic","random",16,185,185,51,285285872
93,"monadic","random",16,184,184,50,286033936
94,"monadic","random",16,185,185,50,285653968
95,"monadic","random",16,184,184,50,285655952
96,"monadic","random",16,184,184,50,285407088
97,"monadic","random",16,183,183,49,286385808
98,"monadic","random",16,186,186,51,284997040
99,"monadic","random",16,185,185,51,284910400
0,"monadic","random",17,512,512,183,604495072
1,"monadic","random",17,507,507,177,603106320
2,"monadic","random",17,506,506,177,602998144
3,"monadic","random",17,504,504,175,603841328
4,"monadic","random",17,504,504,176,602726448
5,"monadic","random",17,505,505,176,603663424
6,"monadic","random",17,505,505,177,603583376
7,"monadic","random",17,510,510,182,604302144
8,"monadic","random",17,509,509,181,607256752
9,"monadic","random",17,505,505,176,603624096
10,"monadic","random",17,505,505,176,603348384
11,"monadic","random",17,505,506,177,602489568
12,"monadic","random",17,513,513,183,604446288
13,"monadic","random",17,511,511,182,605114720
14,"monadic","random",17,503,503,175,603712720
15,"monadic","random",17,511,511,182,604455520
16,"monadic","random",17,514,514,184,604115056
17,"monadic","random",17,513,513,184,604308560
18,"monadic","random",17,506,506,176,603850992
19,"monadic","random",17,509,509,178,603210288
20,"monadic","random",17,517,517,185,604221216
21,"monadic","random",17,531,531,187,604223712
22,"monadic","random",17,506,506,177,602831856
23,"monadic","random",17,511,511,182,604201232
24,"monadic","random",17,510,510,181,605490432
25,"monadic","random",17,503,503,175,604158768
26,"monadic","random",17,508,508,179,601377600
27,"monadic","random",17,506,506,177,602946784
28,"monadic","random",17,504,504,176,603705008
29,"monadic","random",17,505,506,178,601651920
30,"monadic","random",17,510,511,180,605935616
31,"monadic","random",17,507,508,178,603043920
32,"monadic","random",17,505,505,177,602414080
33,"monadic","random",17,504,504,176,603415648
34,"monadic","random",17,504,504,175,603782160
35,"monadic","random",17,504,504,177,602928304
36,"monadic","random",17,511,511,182,604746256
37,"monadic","random",17,506,506,177,603356832
38,"monadic","random",17,528,528,188,604640768
39,"monadic","random",17,507,507,177,603446240
40,"monadic","random",17,506,506,177,602948128
41,"monadic","random",17,508,508,177,603361792
42,"monadic","random",17,506,506,177,602770720
43,"monadic","random",17,505,505,176,603851760
44,"monadic","random",17,510,510,182,604025904
45,"monadic","random",17,504,504,176,603672656
46,"monadic","random",17,503,503,175,603822048
47,"monadic","random",17,507,507,177,603082384
48,"monadic","random",17,511,511,182,604482480
49,"monadic","random",17,512,512,182,605159600
50,"monadic","random",17,511,511,183,604362304
51,"monadic","random",17,509,509,178,603287536
52,"monadic","random",17,513,514,183,604435392
53,"monadic","random",17,511,511,183,604402896
54,"monadic","random",17,508,508,181,605046352
55,"monadic","random",17,504,504,176,603121312
56,"monadic","random",17,505,505,176,603955984
57,"monadic","random",17,509,510,181,605280208
58,"monadic","random",17,510,510,181,605298272
59,"monadic","random",17,512,512,183,606720608
60,"monadic","random",17,537,537,192,604636928
61,"monadic","random",17,505,505,177,602608592
62,"monadic","random",17,513,513,183,606434816
63,"monadic","random",17,525,525,187,604645152
64,"monadic","random",17,506,506,177,603047888
65,"monadic","random",17,513,513,183,604496768
66,"monadic","random",17,503,503,175,603799488
67,"monadic","random",17,504,504,176,603446800
68,"monadic","random",17,502,502,175,603874816
69,"monadic","random",17,510,510,181,605071408
70,"monadic","random",17,507,507,178,602422064
71,"monadic","random",17,504,504,176,603412752
72,"monadic","random",17,502,502,175,603665696
73,"monadic","random",17,510,510,181,604800464
74,"monadic","random",17,506,506,177,602799360
75,"monadic","random",17,505,506,178,601903088
76,"monadic","random",17,504,504,177,603222480
77,"monadic","random",17,506,506,177,603169488
78,"monadic","random",17,507,507,178,602447568
79,"monadic","random",17,503,503,176,603740624
80,"monadic","random",17,506,506,177,603127696
81,"monadic","random",17,525,525,181,602989264
82,"monadic","random",17,513,513,183,604566416
83,"monadic","random",17,513,513,179,603679904
84,"monadic","random",17,506,506,176,603770832
85,"monadic","random",17,513,513,183,605048752
86,"monadic","random",17,505,505,177,603768208
87,"monadic","random",17,507,507,178,603421120
88,"monadic","random",17,512,512,183,604241312
89,"monadic","random",17,508,508,178,603748448
90,"monadic","random",17,513,513,183,606055440
91,"monadic","random",17,537,537,187,604800224
92,"monadic","random",17,507,508,177,602712848
93,"monadic","random",17,507,507,177,603405232
94,"monadic","random",17,508,509,178,603100576
95,"monadic","random",17,508,509,178,603394720
96,"monadic","random",17,508,508,179,602753312
97,"monadic","random",17,505,505,176,603726784
98,"monadic","random",17,506,506,177,603673392
99,"monadic","random",17,506,506,178,603438496
0,"monadic","random",18,1386,1386,569,1270910464
1,"monadic","random",18,1405,1405,585,1273345760
2,"monadic","random",18,1428,1428,586,1277734128
3,"monadic","random",18,1409,1409,590,1271229680
4,"monadic","random",18,1434,1434,590,1272725664
5,"monadic","random",18,1405,1406,588,1272103680
6,"monadic","random",18,1432,1432,592,1272188528
7,"monadic","random",18,1407,1407,586,1273607520
8,"monadic","random",18,1389,1390,569,1269441824
9,"monadic","random",18,1407,1407,587,1271690544
10,"monadic","random",18,1401,1401,570,1269082112
11,"monadic","random",18,1409,1410,590,1271051440
12,"monadic","random",18,1444,1444,593,1273863680
13,"monadic","random",18,1414,1414,586,1276131088
14,"monadic","random",18,1420,1420,589,1274625456
15,"monadic","random",18,1398,1398,577,1273148816
16,"monadic","random",18,1403,1403,584,1273645872
17,"monadic","random",18,1462,1463,593,1271653040
18,"monadic","random",18,1433,1434,590,1274504496
19,"monadic","random",18,1404,1404,585,1274007584
20,"monadic","random",18,1435,1435,589,1274017680
21,"monadic","random",18,1399,1399,583,1271370048
22,"monadic","random",18,1399,1399,585,1271837808
23,"monadic","random",18,1395,1395,581,1272989376
24,"monadic","random",18,1401,1401,584,1272089216
25,"monadic","random",18,1391,1391,581,1271842688
26,"monadic","random",18,1405,1405,586,1272448288
27,"monadic","random",18,1367,1367,557,1270386624
28,"monadic","random",18,1412,1412,582,1276125680
29,"monadic","random",18,1368,1368,558,1270377120
30,"monadic","random",18,1424,1424,593,1271462896
31,"monadic","random",18,1421,1421,586,1279000944
32,"monadic","random",18,1433,1433,590,1272667024
33,"monadic","random",18,1403,1403,587,1273780288
34,"monadic","random",18,1402,1402,584,1273179488
35,"monadic","random",18,1443,1443,591,1274926880
36,"monadic","random",18,1373,1374,561,1270906880
37,"monadic","random",18,1399,1399,583,1275652624
38,"monadic","random",18,1408,1409,584,1272749456
39,"monadic","random",18,1398,1399,584,1273982064
40,"monadic","random",18,1397,1398,581,1273521520
41,"monadic","random",18,1411,1412,582,1276993488
42,"monadic","random",18,1417,1417,583,1272683104
43,"monadic","random",18,1422,1422,589,1273431040
44,"monadic","random",18,1381,1381,565,1269441152
45,"monadic","random",18,1403,1403,588,1271521744
46,"monadic","random",18,1438,1438,590,1271943216
47,"monadic","random",18,1425,1425,588,1274177472
48,"monadic","random",18,1398,1398,584,1274037344
49,"monadic","random",18,1402,1402,587,1271543872
50,"monadic","random",18,1404,1404,581,1276444688
51,"monadic","random",18,1398,1398,584,1275201840
52,"monadic","random",18,1403,1403,581,1273101360
53,"monadic","random",18,1394,1394,577,1279348736
54,"monadic","random",18,1395,1395,581,1273121888
55,"monadic","random",18,1397,1397,582,1273980400
56,"monadic","random",18,1403,1403,584,1273009200
57,"monadic","random",18,1417,1418,574,1269882608
58,"monadic","random",18,1434,1434,589,1271938224
59,"monadic","random",18,1400,1401,582,1274866128
60,"monadic","random",18,1438,1438,591,1271920144
61,"monadic","random",18,1406,1406,587,1273665008
62,"monadic","random",18,1405,1405,583,1272674816
63,"monadic","random",18,1405,1406,586,1271516736
64,"monadic","random",18,1403,1403,585,1273395520
65,"monadic","random",18,1444,1444,590,1277444560
66,"monadic","random",18,1404,1404,584,1272278912
67,"monadic","random",18,1404,1404,583,1272926464
68,"monadic","random",18,1452,1452,591,1273164080
69,"monadic","random",18,1425,1426,590,1272388320
70,"monadic","random",18,1401,1402,583,1273875008
71,"monadic","random",18,1402,1402,582,1274109712
72,"monadic","random",18,1418,1418,587,1271905664
73,"monadic","random",18,1419,1419,588,1272418400
74,"monadic","random",18,1380,1381,563,1270254880
75,"monadic","random",18,1401,1402,584,1272439840
76,"monadic","random",18,1403,1403,585,1272062560
77,"monadic","random",18,1402,1402,584,1272534784
78,"monadic","random",18,1407,1407,586,1274211344
79,"monadic","random",18,1405,1405,587,1272119824
80,"monadic","random",18,1467,1467,596,1275751392
81,"monadic","random",18,1440,1441,592,1271257712
82,"monadic","random",18,1418,1419,589,1271488576
83,"monadic","random",18,1400,1400,582,1274681968
84,"monadic","random",18,1411,1411,586,1273187728
85,"monadic","random",18,1405,1406,585,1271557504
86,"monadic","random",18,1410,1410,587,1272493456
87,"monadic","random",18,1400,1401,582,1272583904
88,"monadic","random",18,1406,1406,586,1271856496
89,"monadic","random",18,1430,1430,591,1271276736
90,"monadic","random",18,1399,1399,580,1277045200
91,"monadic","random",18,1413,1413,587,1272264560
92,"monadic","random",18,1416,1416,589,1273008000
93,"monadic","random",18,1414,1415,585,1276154096
94,"monadic","random",18,1403,1403,584,1272868144
95,"monadic","random",18,1451,1451,595,1271844400
96,"monadic","random",18,1406,1406,586,1270563968
97,"monadic","random",18,1407,1407,584,1272021776
98,"monadic","random",18,1408,1408,583,1273083616
99,"monadic","random",18,1405,1405,584,1272632496
0,"monadic","random",19,3917,3917,1889,2670892320
1,"monadic","random",19,3871,3871,1875,2674564336
2,"monadic","random",19,3870,3871,1873,2682149872
3,"monadic","random",19,3842,3843,1858,2687049392
4,"monadic","random",19,3841,3842,1861,2680115056
5,"monadic","random",19,3837,3838,1857,2683742368
6,"monadic","random",19,3901,3901,1887,2675198016
7,"monadic","random",19,3974,3975,1886,2674118592
8,"monadic","random",19,3878,3878,1866,2675760912
9,"monadic","random",19,3873,3874,1875,2670252688
10,"monadic","random",19,3973,3974,1893,2672986224
11,"monadic","random",19,3897,3898,1871,2678571056
12,"monadic","random",19,3884,3885,1868,2677338624
13,"monadic","random",19,3858,3858,1869,2676848336
14,"monadic","random",19,3930,3930,1891,2674104704
15,"monadic","random",19,3860,3860,1874,2676174832
16,"monadic","random",19,3867,3868,1859,2681687968
17,"monadic","random",19,3878,3878,1872,2678452512
18,"monadic","random",19,3835,3836,1849,2685679056
19,"monadic","random",19,3908,3909,1874,2675035056
20,"monadic","random",19,3958,3959,1883,2682024128
21,"monadic","random",19,3856,3856,1872,2674174160
22,"monadic","random",19,3854,3854,1870,2676022912
23,"monadic","random",19,3854,3855,1863,2681059584
24,"monadic","random",19,3899,3899,1874,2679353456
25,"monadic","random",19,3860,3860,1862,2679375616
26,"monadic","random",19,3898,3898,1879,2677283680
27,"monadic","random",19,3853,3854,1869,2679172656
28,"monadic","random",19,3975,3976,1906,2670728320
29,"monadic","random",19,3889,3890,1879,2673830496
30,"monadic","random",19,3869,3870,1866,2680933168
31,"monadic","random",19,3895,3896,1882,2677977456
32,"monadic","random",19,3954,3954,1887,2681962784
33,"monadic","random",19,3852,3853,1861,2686045104
34,"monadic","random",19,3923,3923,1879,2679298304
35,"monadic","random",19,3899,3900,1886,2678145824
36,"monadic","random",19,3892,3893,1888,2676142624
37,"monadic","random",19,3898,3899,1883,2684015904
38,"monadic","random",19,3978,3978,1894,2679838512
39,"monadic","random",19,3964,3965,1891,2680619456
40,"monadic","random",19,3880,3881,1880,2675399776
41,"monadic","random",19,3877,3878,1881,2676827280
42,"monadic","random",19,3951,3952,1898,2676097472
43,"monadic","random",19,3888,3889,1888,2679000384
44,"monadic","random",19,3867,3868,1867,2674493296
45,"monadic","random",19,3902,3902,1873,2680828448
46,"monadic","random",19,3846,3846,1865,2675533952
47,"monadic","random",19,3870,3870,1871,2683603248
48,"monadic","random",19,3939,3939,1884,2679493616
49,"monadic","random",19,3882,3883,1878,2674843952
50,"monadic","random",19,3923,3923,1883,2678978320
51,"monadic","random",19,3872,3873,1865,2682553040
52,"monadic","random",19,3869,3870,1875,2674836928
53,"monadic","random",19,3866,3867,1873,2679974800
54,"monadic","random",19,3942,3943,1886,2678031568
55,"monadic","random",19,3957,3957,1883,2682934800
56,"monadic","random",19,3889,3889,1873,2682053712
57,"monadic","random",19,3872,3873,1876,2676860176
58,"monadic","random",19,3832,3832,1853,2680131776
59,"monadic","random",19,3855,3856,1866,2684424000
60,"monadic","random",19,3886,3886,1880,2673957328
61,"monadic","random",19,3991,3991,1887,2682208912
62,"monadic","random",19,3909,3910,1868,2690115472
63,"monadic","random",19,3890,3891,1877,2677369632
64,"monadic","random",19,3953,3954,1889,2675603808
65,"monadic","random",19,3971,3971,1894,2678331200
66,"monadic","random",19,3900,3901,1886,2675893264
67,"monadic","random",19,3930,3931,1888,2677317680
68,"monadic","random",19,3896,3896,1875,2677346800
69,"monadic","random",19,3847,3847,1863,2681919152
70,"monadic","random",19,3924,3925,1884,2672927680
71,"monadic","random",19,3892,3893,1869,2680803200
72,"monadic","random",19,3901,3901,1874,2680465264
73,"monadic","random",19,3890,3891,1877,2675523824
74,"monadic","random",19,3865,3866,1872,2676356608
75,"monadic","random",19,3938,3939,1880,2680046112
76,"monadic","random",19,3876,3877,1873,2684055248
77,"monadic","random",19,3970,3971,1883,2686672384
78,"monadic","random",19,3892,3892,1873,2679442448
79,"monadic","random",19,3911,3912,1874,2675776320
80,"monadic","random",19,3865,3866,1874,2677436208
81,"monadic","random",19,3856,3857,1866,2679694800
82,"monadic","random",19,3846,3846,1866,2681677248
83,"monadic","random",19,3873,3874,1873,2677009248
84,"monadic","random",19,3855,3855,1869,2675607168
85,"monadic","random",19,3859,3860,1871,2674795440
86,"monadic","random",19,3854,3855,1868,2679067776
87,"monadic","random",19,3887,3888,1879,2677549968
88,"monadic","random",19,3863,3863,1870,2678015600
89,"monadic","random",19,3910,3911,1877,2677140352
90,"monadic","random",19,3862,3863,1872,2678744960
91,"monadic","random",19,3891,3892,1878,2675325792
92,"monadic","random",19,3928,3929,1885,2678350720
93,"monadic","random",19,3862,3863,1871,2678269520
94,"monadic","random",19,3870,3871,1861,2688479984
95,"monadic","random",19,3875,3875,1877,2676855760
96,"monadic","random",19,3916,3917,1882,2678879952
97,"monadic","random",19,3857,3857,1866,2679631952
98,"monadic","random",19,3951,3951,1889,2673902240
99,"monadic","random",19,3866,3867,1875,2673758992
0,"monadic","random",20,10158,10160,5257,5622212368
1,"monadic","random",20,10001,10003,5221,5621559984
2,"monadic","random",20,10078,10080,5261,5622358544
3,"monadic","random",20,10108,10110,5244,5617884192
4,"monadic","random",20,10041,10043,5245,5610054224
5,"monadic","random",20,9966,9967,5223,5617666016
6,"monadic","random",20,9990,9992,5213,5628155008
7,"monadic","random",20,9969,9971,5221,5612318960
8,"monadic","random",20,9994,9995,5227,5612589216
9,"monadic","random",20,9890,9891,5177,5606119616
10,"monadic","random",20,9880,9882,5170,5615289584
11,"monadic","random",20,9997,9999,5195,5627507168
12,"monadic","random",20,9989,9990,5203,5620604432
13,"monadic","random",20,9949,9951,5210,5609640112
14,"monadic","random",20,10075,10077,5236,5631750768
15,"monadic","random",20,10126,10127,5253,5621316752
16,"monadic","random",20,9923,9924,5181,5626521408
17,"monadic","random",20,9921,9923,5182,5616376240
18,"monadic","random",20,9925,9927,5193,5624668160
19,"monadic","random",20,10091,10093,5261,5621282768
20,"monadic","random",20,9995,9997,5240,5610798304
21,"monadic","random",20,10036,10038,5228,5617909488
22,"monadic","random",20,10052,10053,5228,5622182816
23,"monadic","random",20,9979,9980,5211,5624078336
24,"monadic","random",20,9975,9976,5221,5608443840
25,"monadic","random",20,9979,9981,5215,5616621792
26,"monadic","random",20,9956,9957,5206,5625801312
27,"monadic","random",20,10131,10132,5250,5621279488
28,"monadic","random",20,9992,9994,5222,5628541616
29,"monadic","random",20,9963,9964,5206,5617943296
30,"monadic","random",20,10096,10097,5236,5630365888
31,"monadic","random",20,9964,9966,5212,5618747216
32,"monadic","random",20,10025,10026,5210,5625710320
33,"monadic","random",20,10074,10076,5232,5622853696
34,"monadic","random",20,10009,10010,5218,5626167424
35,"monadic","random",20,9937,9938,5199,5619136880
36,"monadic","random",20,10034,10036,5219,5619504736
37,"monadic","random",20,10044,10046,5224,5620285776
38,"monadic","random",20,9984,9985,5214,5618003792
39,"monadic","random",20,10036,10037,5237,5621827952
40,"monadic","random",20,9965,9967,5205,5614714720
41,"monadic","random",20,9993,9994,5227,5616536992
42,"monadic","random",20,10136,10138,5260,5618288688
43,"monadic","random",20,10064,10066,5239,5617467680
44,"monadic","random",20,10025,10026,5236,5619642288
45,"monadic","random",20,9954,9956,5209,5625322064
46,"monadic","random",20,10136,10137,5255,5610605840
47,"monadic","random",20,9901,9903,5170,5616680720
48,"monadic","random",20,9915,9916,5190,5609666624
49,"monadic","random",20,9993,9995,5203,5616218416
50,"monadic","random",20,10004,10006,5212,5608852624
51,"monadic","random",20,9996,9997,5213,5602781328
52,"monadic","random",20,10196,10198,5254,5612652784
53,"monadic","random",20,10050,10052,5218,5618342960
54,"monadic","random",20,9893,9895,5169,5618855488
55,"monadic","random",20,9972,9974,5220,5609707312
56,"monadic","random",20,10016,10017,5239,5614069536
57,"monadic","random",20,10063,10064,5131,5635794800
58,"monadic","random",20,9950,9952,5203,5628105152
59,"monadic","random",20,9960,9961,5209,5626589744
60,"monadic","random",20,9979,9980,5217,5620601120
61,"monadic","random",20,9997,9999,5228,5618762640
62,"monadic","random",20,9986,9987,5217,5627888432
63,"monadic","random",20,10078,10080,5242,5609627328
64,"monadic","random",20,9974,9975,5209,5620094192
65,"monadic","random",20,9945,9947,5206,5620528656
66,"monadic","random",20,9942,9943,5196,5612579072
67,"monadic","random",20,10014,10016,5217,5618776656
68,"monadic","random",20,9989,9991,5220,5615845264
69,"monadic","random",20,10035,10036,5220,5621827824
70,"monadic","random",20,9988,9990,5204,5611596176
71,"monadic","random",20,9976,9977,5221,5621618672
72,"monadic","random",20,9944,9946,5110,5637029904
73,"monadic","random",20,9949,9951,5206,5622191984
74,"monadic","random",20,9945,9947,5190,5631225360
75,"monadic","random",20,9962,9963,5205,5624330672
76,"monadic","random",20,9975,9977,5205,5621485040
77,"monadic","random",20,9907,9909,5187,5623957552
78,"monadic","random",20,9921,9923,5196,5618026000
79,"monadic","random",20,10138,10140,5265,5623406848
80,"monadic","random",20,9989,9990,5215,5622023936
81,"monadic","random",20,9972,9974,5215,5615935712
82,"monadic","random",20,9964,9965,5212,5608113184
83,"monadic","random",20,9993,9995,5224,5614162112
84,"monadic","random",20,9989,9990,5216,5617767200
85,"monadic","random",20,10031,10032,5220,5618972064
86,"monadic","random",20,10024,10025,5202,5628063104
87,"monadic","random",20,10017,10018,5226,5616366464
88,"monadic","random",20,10078,10079,5237,5625166688
89,"monadic","random",20,10009,10011,5221,5617801792
90,"monadic","random",20,10047,10048,5234,5612639872
91,"monadic","random",20,9923,9926,5203,5609189040
92,"monadic","random",20,9927,9929,5203,5610119248
93,"monadic","random",20,10052,10054,5225,5613183136
94,"monadic","random",20,9930,9932,5203,5622388336
95,"monadic","random",20,9941,9943,5205,5606522592
96,"monadic","random",20,9898,9900,5182,5613713424
97,"monadic","random",20,9905,9907,5176,5620614848
98,"monadic","random",20,9900,9901,5177,5618808976
99,"monadic","random",20,9960,9962,5194,5618995232
0,"okasaki","ascending",16,192,192,25,393584224
1,"okasaki","ascending",16,193,193,25,393584224
2,"okasaki","ascending",16,190,190,24,393585824
3,"okasaki","ascending",16,190,190,24,393519536
4,"okasaki","ascending",16,191,191,24,393584480
5,"okasaki","ascending",16,193,193,25,393584352
6,"okasaki","ascending",16,192,192,24,393584416
7,"okasaki","ascending",16,192,192,24,393584992
8,"okasaki","ascending",16,192,192,25,393519216
9,"okasaki","ascending",16,192,192,25,393584288
10,"okasaki","ascending",16,191,191,24,393584224
11,"okasaki","ascending",16,192,192,24,393584544
12,"okasaki","ascending",16,192,192,24,393519536
13,"okasaki","ascending",16,191,191,24,393583968
14,"okasaki","ascending",16,192,192,25,393584352
15,"okasaki","ascending",16,193,193,24,393584096
16,"okasaki","ascending",16,192,192,25,393584416
17,"okasaki","ascending",16,191,191,24,393519280
18,"okasaki","ascending",16,191,191,24,393584416
19,"okasaki","ascending",16,192,192,25,393584544
20,"okasaki","ascending",16,192,192,25,393584544
21,"okasaki","ascending",16,193,193,25,393584736
22,"okasaki","ascending",16,192,192,24,393519152
23,"okasaki","ascending",16,192,192,25,393584352
24,"okasaki","ascending",16,192,192,25,393584352
25,"okasaki","ascending",16,191,191,24,393584416
26,"okasaki","ascending",16,191,191,24,393584992
27,"okasaki","ascending",16,191,191,24,393519216
28,"okasaki","ascending",16,192,192,25,393584288
29,"okasaki","ascending",16,193,193,25,393584224
30,"okasaki","ascending",16,192,192,25,393584544
31,"okasaki","ascending",16,191,191,24,393519536
32,"okasaki","ascending",16,192,192,26,393583968
33,"okasaki","ascending",16,193,193,25,393584352
34,"okasaki","ascending",16,192,192,25,393584096
35,"okasaki","ascending",16,191,191,24,393584416
36,"okasaki","ascending",16,191,191,24,393519280
37,"okasaki","ascending",16,193,193,25,393584416
38,"okasaki","ascending",16,191,191,24,393584544
39,"okasaki","ascending",16,192,192,25,393584544
40,"okasaki","ascending",16,190,190,24,393584736
41,"okasaki","ascending",16,191,191,24,393519152
42,"okasaki","ascending",16,191,191,24,393584352
43,"okasaki","ascending",16,191,191,24,393584352
44,"okasaki","ascending",16,191,191,24,393584416
45,"okasaki","ascending",16,189,189,24,393584992
46,"okasaki","ascending",16,192,192,25,393519216
47,"okasaki","ascending",16,191,191,25,393584288
48,"okasaki","ascending",16,193,193,25,393584224
49,"okasaki","ascending",16,189,189,24,393584544
50,"okasaki","ascending",16,192,192,25,393519536
51,"okasaki","ascending",16,192,192,24,393583968
52,"okasaki","ascending",16,192,192,24,393584352
53,"okasaki","ascending",16,190,190,24,393584096
54,"okasaki","ascending",16,191,191,25,393584416
55,"okasaki","ascending",16,191,191,24,393519280
56,"okasaki","ascending",16,192,192,24,393584416
57,"okasaki","ascending",16,192,192,25,393584544
58,"okasaki","ascending",16,190,190,24,393584544
59,"okasaki","ascending",16,193,193,25,393584736
60,"okasaki","ascending",16,190,190,24,393519152
61,"okasaki","ascending",16,190,190,24,393584352
62,"okasaki","ascending",16,190,190,24,393584352
63,"okasaki","ascending",16,191,191,24,393584416
64,"okasaki","ascending",16,191,191,24,393584992
65,"okasaki","ascending",16,193,193,24,393519216
66,"okasaki","ascending",16,190,190,24,393584288
67,"okasaki","ascending",16,190,190,24,393584224
68,"okasaki","ascending",16,192,192,24,393584544
69,"okasaki","ascending",16,192,192,24,393519536
70,"okasaki","ascending",16,193,193,24,393583968
71,"okasaki","ascending",16,191,191,24,393584352
72,"okasaki","ascending",16,192,192,24,393584096
73,"okasaki","ascending",16,191,191,24,393584416
74,"okasaki","ascending",16,190,190,24,393519280
75,"okasaki","ascending",16,191,191,24,393584416
76,"okasaki","ascending",16,191,191,24,393584544
77,"okasaki","ascending",16,192,192,24,393584544
78,"okasaki","ascending",16,191,191,24,393584736
79,"okasaki","ascending",16,191,191,24,393519152
80,"okasaki","ascending",16,191,191,24,393584352
81,"okasaki","ascending",16,193,193,25,393584352
82,"okasaki","ascending",16,192,192,25,393584416
83,"okasaki","ascending",16,191,191,24,393584992
84,"okasaki","ascending",16,190,190,24,393519216
85,"okasaki","ascending",16,192,192,25,393584288
86,"okasaki","ascending",16,192,192,25,393584224
87,"okasaki","ascending",16,194,194,25,393584544
88,"okasaki","ascending",16,191,191,25,393519536
89,"okasaki","ascending",16,192,192,25,393583968
90,"okasaki","ascending",16,191,191,25,393584352
91,"okasaki","ascending",16,193,193,25,393584096
92,"okasaki","ascending",16,191,191,24,393584416
93,"okasaki","ascending",16,192,192,25,393519280
94,"okasaki","ascending",16,193,193,25,393584416
95,"okasaki","ascending",16,192,192,25,393584544
96,"okasaki","ascending",16,192,192,25,393584544
97,"okasaki","ascending",16,192,192,24,393584736
98,"okasaki","ascending",16,190,190,24,393519152
99,"okasaki","ascending",16,194,194,26,393584352
0,"okasaki","ascending",17,423,423,63,834396944
1,"okasaki","ascending",17,420,420,62,834395216
2,"okasaki","ascending",17,422,422,62,834395152
3,"okasaki","ascending",17,419,419,62,834395152
4,"okasaki","ascending",17,417,417,62,834395152
5,"okasaki","ascending",17,419,419,62,834395152
6,"okasaki","ascending",17,418,418,62,834395152
7,"okasaki","ascending",17,416,416,62,834395152
8,"okasaki","ascending",17,424,424,62,834395152
9,"okasaki","ascending",17,418,418,62,834395152
10,"okasaki","ascending",17,417,417,62,834395152
11,"okasaki","ascending",17,418,418,62,834395152
12,"okasaki","ascending",17,424,425,64,834395152
13,"okasaki","ascending",17,416,416,61,834395152
14,"okasaki","ascending",17,417,417,61,834395152
15,"okasaki","ascending",17,415,415,61,834395152
16,"okasaki","ascending",17,419,419,62,834395152
17,"okasaki","ascending",17,420,420,62,834395152
18,"okasaki","ascending",17,418,418,61,834395152
19,"okasaki","ascending",17,417,417,62,834395152
20,"okasaki","ascending",17,416,416,61,834395152
21,"okasaki","ascending",17,417,418,61,834395152
22,"okasaki","ascending",17,418,418,61,834395152
23,"okasaki","ascending",17,418,418,61,834395152
24,"okasaki","ascending",17,417,417,61,834395152
25,"okasaki","ascending",17,418,418,62,834395152
26,"okasaki","ascending",17,418,418,62,834395152
27,"okasaki","ascending",17,419,419,62,834395152
28,"okasaki","ascending",17,415,415,61,834395152
29,"okasaki","ascending",17,420,420,61,834395152
30,"okasaki","ascending",17,420,420,62,834395152
31,"okasaki","ascending",17,420,420,63,834395152
32,"okasaki","ascending",17,417,417,61,834395152
33,"okasaki","ascending",17,419,419,63,834395152
34,"okasaki","ascending",17,418,418,62,834395152
35,"okasaki","ascending",17,418,418,61,834395152
36,"okasaki","ascending",17,418,419,61,834395152
37,"okasaki","ascending",17,418,418,61,834395152
38,"okasaki","ascending",17,416,416,61,834395152
39,"okasaki","ascending",17,417,417,63,834395152
40,"okasaki","ascending",17,420,420,63,834395152
41,"okasaki","ascending",17,422,422,64,834395152
42,"okasaki","ascending",17,423,423,65,834395152
43,"okasaki","ascending",17,420,420,64,834395152
44,"okasaki","ascending",17,419,419,63,834395152
45,"okasaki","ascending",17,419,419,64,834395152
46,"okasaki","ascending",17,417,417,61,834395152
47,"okasaki","ascending",17,417,417,62,834395152
48,"okasaki","ascending",17,418,418,63,834395152
49,"okasaki","ascending",17,415,416,61,834395152
50,"okasaki","ascending",17,421,421,63,834395152
51,"okasaki","ascending",17,422,422,64,834395152
52,"okasaki","ascending",17,419,419,62,834395152
53,"okasaki","ascending",17,417,417,62,834395152
54,"okasaki","ascending",17,420,420,63,834395152
55,"okasaki","ascending",17,420,420,63,834395152
56,"okasaki","ascending",17,418,418,63,834395152
57,"okasaki","ascending",17,419,419,63,834395152
58,"okasaki","ascending",17,417,417,63,834395152
59,"okasaki","ascending",17,419,419,64,834395152
60,"okasaki","ascending",17,421,421,64,834395152
61,"okasaki","ascending",17,419,419,63,834395152
62,"okasaki","ascending",17,420,420,63,834395152
63,"okasaki","ascending",17,419,419,63,834395152
64,"okasaki","ascending",17,419,419,63,834395152
65,"okasaki","ascending",17,418,418,63,834395152
66,"okasaki","ascending",17,421,421,63,834395152
67,"okasaki","ascending",17,419,419,62,834395152
68,"okasaki","ascending",17,422,422,64,834395152
69,"okasaki","ascending",17,423,423,63,834395152
70,"okasaki","ascending",17,421,421,63,834395152
71,"okasaki","ascending",17,422,422,64,834395152
72,"okasaki","ascending",17,422,422,64,834395152
73,"okasaki","ascending",17,420,420,63,834395152
